ra,dec,m,sp_cl,hd_id,bayer_name,proper_name
1.14344519,0.24569388,5.72,A3,27628,60 Tau,
1.16942878,0.37734018,5.72,A,28226,,
1.19517238,-0.11761580,5.72,B9,29009,46 Eri,
1.24385252,-0.37146909,5.72,K2,30238,,
1.28853295,-0.28654428,5.72,G4,31444,R Eri,
1.46867275,-0.10585422,5.72,B1,37209,,
1.51503306,0.25286912,5.72,A3,38545,131 Tau,
1.61694574,-0.47392961,5.72,K1,42621,,
1.89702018,-0.81768191,5.72,A0,56455,,
1.95852122,0.84096751,5.72,B9,58661,,
1.99286785,-0.85224912,5.72,B9.5,61391,y2 Pup,
2.24916217,-0.13931606,5.72,A1,72968,3 Hya,
2.50844538,1.26022468,5.72,F7,82189,22 UMa,
2.59554458,-0.87692129,5.72,A0,86087,,
2.66937201,-1.01334786,5.72,B2,88661,,
2.85784575,0.59401796,5.72,G7,94497,47 LMi,
3.18547314,0.10135030,5.72,F2-6,105702,11 Vir,
3.36541659,-1.05295229,5.72,A2,111613,,
4.03114334,-0.21588753,5.72,G6,136956,,
4.40979252,0.52022447,5.72,M1,152173,50 Her,
4.53618345,1.39864384,5.72,K5,158996,,
4.65624756,0.30887480,5.72,A1,161833,,
4.85173898,-0.75935397,5.72,K2,170521,,
4.84952095,-0.18842284,5.72,B2,170740,,
5.08844198,-0.26272538,5.72,B8,182645,,
5.18668948,0.20622520,5.72,G2,187259,pi Aql A,
5.32155979,1.08659836,5.72,B9,193964,71 Dra,
5.40498653,0.23239059,5.72,K3,196725,the Del,
6.00036925,-0.08705314,5.72,K0,216718,,
6.21424480,-1.12406961,5.72,K2,222820,,
6.24197372,-0.25136135,5.72,K4.5,223559,,
0.90764393,-0.19698949,5.73,K2,21530,,
0.98289671,-0.82658309,5.73,K1,23719,,
1.15404079,0.59569057,5.73,B8,27777,55 Per,
1.33199165,-0.45644723,5.73,K2,32890,,
1.46863639,0.94996332,5.73,M0,36678,,
1.49819063,-0.32388948,5.73,A0,38206,,
1.57505784,0.83604665,5.73,B9.5,40394,36 Aur,
1.60991352,0.04362354,5.73,A3,42111,,
1.74742365,1.36128409,5.73,K5,45866,,
1.81213173,0.44288699,5.73,G0,50692,37 Gem,
2.00819038,0.66923681,5.73,M0,61294,,
2.00595054,-0.66565888,5.73,B5,61878,d2 Pup A,
2.14000637,0.44518501,5.73,G7,67767,psi Cnc,
2.20605981,0.03669070,5.73,K5,71095,,
2.32729475,1.08144479,5.73,F2,75486,5 UMa,
2.39577710,-0.31989461,5.73,A2,78702,,
2.40845983,-0.34466374,5.73,G9,79181,,
2.57741497,-0.81916059,5.73,K0,85483,,
2.61626309,0.51740770,5.73,G9,86513,,
3.06118388,0.55407416,5.73,F4,101606,62 UMa,
3.25226107,-0.61411834,5.73,B9,108114,x2 Cen,
3.36396942,-0.92131568,5.73,A5,111588,,
3.55838455,-0.09417991,5.73,G6,118219,80 Vir,
3.85380334,-0.43628868,5.73,B9,129433,53 Hya,
3.85604318,0.70614567,5.73,K4,129846,,
3.99945107,-1.06297339,5.73,B0.5,135160,,
4.15001481,-0.96090556,5.73,B2,141318,,
4.22052611,-0.64150546,5.73,F1,144415,,
4.22573301,0.14894931,5.73,M3.5,145002,47 Ser,
4.46983912,-1.00726830,5.73,B5,153716,,
4.75411689,0.06969681,5.73,F2,166233,73 Oph,
4.81363262,-0.20969646,5.73,B8,169033,,
4.83447476,0.10810860,5.73,B8,170200,,
4.92457738,-1.13582149,5.73,A8,173168,the Pav,
4.90788040,0.65614684,5.73,F0,173649,zet2 Lyr,
5.12398125,0.89424853,5.73,F7,184960,,
5.30270297,-0.47181098,5.73,K0,192310,,
5.54255484,0.93485653,5.73,B9,201834,,
5.65566672,-0.45677691,5.73,A7,205471,8 PsA,
5.91610620,0.69174670,5.73,B2,214168,8 Lac A,
6.22761839,-0.20788326,5.73,K1,223170,,
6.27247335,-1.43413705,5.73,K0,224362,gam2 Oct,
0.07396560,1.07395927,5.74,G8,1239,,
0.10954850,0.92584384,5.74,B9,2054,,
0.23817927,0.33489959,5.74,A1,5267,66 Psc,
0.50549098,0.41150016,5.74,K1,11763,7 Ari,
0.72194817,-1.11185230,5.74,G8,17504,gam Hor,
0.84017241,-1.00045182,5.74,C5,20234,,
1.38850396,1.27876881,5.74,A0,33541,,
1.42741026,0.52723973,5.74,B9,35600,,
1.69582008,-0.56498247,5.74,B4,45871,,
1.78579180,-0.03965291,5.74,B8,49643,,
1.81097545,-0.35612959,5.74,A3,51055,17 CMa,
1.84258772,0.26766563,5.74,K1,52556,,
1.99265695,-0.34386865,5.74,B2,61068,,
2.07829444,-1.05638477,5.74,K3,65662,,
2.34237730,0.79642767,5.74,K1,76291,,
2.49730436,-0.33859872,5.74,A5,82573,,
2.63808698,0.94058702,5.74,F5,87141,,
2.75743841,-0.78656172,5.74,B6,91355,s Vel A,
2.92045217,0.63371936,5.74,M3.5,96813,,
2.93875631,-1.04055560,5.74,B1.5,97670,,
3.00937669,0.26901342,5.74,K4,99902,85 Leo,
3.03941817,-0.58590703,5.74,K0,100893,22 Crt,
3.23845115,-1.19219078,5.74,K0,107567,zet1 Mus,
3.28383699,-0.24188809,5.74,F2,109141,,
3.56476955,0.42958371,5.74,M2,118508,,
3.82548538,-0.70182598,5.74,B8,128207,,
3.81642421,0.86163996,5.74,M1,128333,,
3.86802050,-0.82800359,5.74,A1,129858,,
3.88035416,0.80487798,5.74,F7,130945,38 Boo,Merga
3.91593707,-0.37377196,5.74,K4,131977,,
4.08385956,0.95348307,5.74,A2,139493,,
4.29534983,0.96350901,5.74,A2,148330,,
4.37077714,0.02061428,5.74,F2-4,150557,14 Oph,
4.39104478,-1.02108064,5.74,B2,150745,,
4.55578931,0.40073244,5.74,F0,157728,73 Her,
4.59511013,0.71983681,5.74,K1,159501,,
4.70770568,-0.64329927,5.74,G8,163652,,
4.87626812,1.09129620,5.74,A0,172728,,
4.98856552,-0.66764662,5.74,F0,176723,,
5.08938737,0.22730974,5.74,F6,182900,,
5.20381552,-0.95942688,5.74,G8,187420,,
6.00280544,0.63445627,5.74,B7,216831,,
0.06504988,-0.16702316,5.75,B9,1064,,
0.21111212,0.09216308,5.75,K2,4628,,
0.44394631,-0.19765369,5.75,F5,10453,,
0.60213132,1.01054079,5.75,K3,13982,8 Per,
0.67505699,-0.13717318,5.75,K4,16074,77 Cet,
0.68135472,-0.52437933,5.75,G8,16307,iot1 For,
0.79048871,-0.13374070,5.75,K0,18784,rho1 Eri,
1.16834522,-1.09119439,5.75,K0,28732,,
1.29205997,0.92274588,5.75,A2,31134,,
1.32098881,-0.39784780,5.75,K1,32503,1 Lep,
1.61326601,0.40340377,5.75,B2.5,42087,3 Gem,
1.62325074,0.34541036,5.75,B9.5,42509,68 Ori,
1.78161756,-0.02302380,5.75,F1,49434,,
1.86673872,0.13039549,5.75,K0,54079,,
1.89448218,-0.06809208,5.75,K5,55775,,
1.96073924,-0.18023433,5.75,K5,59381,,
2.18999551,-0.30694039,5.75,K1,70523,,
2.21651724,-0.61285297,5.75,B3,71801,,
2.23187614,0.42029468,5.75,F0,72041,ups1 Cnc,
2.30084574,-0.80556641,5.75,F2,75276,,
2.33527963,-0.31837230,5.75,K2-3,76376,,
2.37367687,0.94743259,5.75,A2,77309,,
2.43662508,0.61722115,5.75,A8,80024,,
2.45393293,-0.80368049,5.75,G6-8,81136,,
2.80040260,1.19456152,5.75,K3,92354,,
2.99302877,0.97477608,5.75,K0,99283,,
3.18041169,-0.77363658,5.75,A2,105509,,
3.51052617,-0.09012686,5.75,F3-4,116568,66 Vir,
3.58087021,0.34829015,5.75,A1,119055,1 Boo,
3.62936855,-1.21128274,5.75,K5,120404,,
3.73781167,-1.16217596,5.75,B1.5,124471,,
4.09397519,0.81677530,5.75,F2,139798,,
4.18428871,-1.13512336,5.75,B7,142514,,
4.16919888,0.74291879,5.75,B9,142926,4 Her,
4.26336667,-1.18580093,5.75,A4,145689,,
4.34743336,-0.04057406,5.75,K2,149661,12 Oph,
4.45128045,-0.43614324,5.75,F4,153363,26 Oph,
4.46067614,0.44515592,5.75,G7,154084,,
4.57258811,-0.91275872,5.75,K2,157753,,
4.61708673,-0.19070146,5.75,K0,160018,,
4.64252490,0.93901623,5.75,A2,161693,,Alruba
4.78740905,-0.30323156,5.75,K4,167720,,
4.80569865,-0.32916910,5.75,F8,168608,,
4.87644993,-0.00540082,5.75,A1,171978,e Ser,
5.09388159,0.91316596,5.75,A1,183534,iot1 Cyg,
5.11772715,-0.92826791,5.75,F,183552,,
5.23026453,-1.20713758,5.75,A,188097,,
5.28652231,1.08347616,5.75,F5,192455,68 Dra,
5.42180714,1.44043962,5.75,A0,199095,76 Dra,
5.56657493,-0.92961569,5.75,A6,202103,,
5.64152955,0.87227678,5.75,A0,205314,,
5.79220964,0.33991257,5.75,F2,210074,,
5.83423572,-0.09402477,5.75,G6,211434,44 Aqr,
5.83904992,1.09614434,5.75,K3,211833,25 Cep,
5.87575274,0.07668298,5.75,F7,212754,34 Peg A,
6.01788072,0.20470773,5.75,A8,217232,52 Peg,
6.12705833,-0.90567559,5.75,M0,220440,,
6.13973379,0.74895472,5.75,B9,220885,13 And,
6.21633192,-1.37516916,5.75,K1,222806,,
6.25195119,-0.15702146,5.75,K0,223807,h Aqr,
0.00946841,0.47266910,5.75,G5,224930,85 Peg,
0.40890883,-0.12261423,5.76,G2,9562,,
0.43544510,-0.98078293,5.76,K5,10361,p Eri B,
0.97176297,1.04666426,5.76,K3,22764,,
0.98570378,0.42856075,5.76,B8,23432,21 Tau,Asterope
1.01946863,0.84911238,5.76,K0,24240,,
1.15463711,0.59270897,5.76,F4,27786,56 Per,
1.37217786,-0.62792098,5.76,G8,34266,,
1.40155029,0.51609386,5.76,A1,34790,,
1.68305009,-0.84085115,5.76,B9,45572,G Pup,
1.93974439,0.48237507,5.76,,57927,59 Gem,
2.00624143,-0.66777752,5.76,B2.5,61899,d3 Pup,
2.06297190,-0.09473744,5.76,F5,64235,,
2.14675498,-0.81409429,5.76,F7,68808,,
2.29015559,-0.64834134,5.76,B2,74824,,
2.71475057,0.71958955,5.76,F7,89744,,
2.93937444,-0.92906785,5.76,K2,97651,,
3.00913671,-0.42696571,5.76,A0,99922,,
3.20015572,-0.67944213,5.76,B4,106231,,
3.37443412,-1.05293290,5.76,B9,111904,,
3.65929367,0.37866857,5.76,A0,121996,10 Boo,
3.80706488,0.96687362,5.76,K5,128000,,
3.96843511,-1.17083958,5.76,F6,133683,,
3.97197668,-0.45959367,5.76,K0,134373,,
4.17177324,-1.05562361,5.76,A3,142139,,
4.32502770,0.38738068,5.76,K5,149009,,
4.53262007,-0.77020895,5.76,B9,156293,,
4.84304869,-1.00396672,5.76,K0,169836,,
4.85921480,-0.25924442,5.76,A2,171130,,
5.23766036,-1.16848824,5.76,K0,188584,mu1 Pav,
5.21332029,0.64570395,5.76,G1,188650,,
5.31633108,0.96686392,5.76,A2,193592,,
5.41660752,-0.55149495,5.76,M0,196917,,
5.49935067,-0.89474789,5.76,F5,199623,,
5.53508628,-1.11576960,5.76,K0,200751,,
5.58278468,0.86411736,5.76,B6,203245,,
5.86627705,-0.23613335,5.76,G6.5,212430,50 Aqr,
5.96104116,0.77747631,5.76,F0,215664,,
0.05813401,-1.48342805,5.77,M0-1,1032,,
0.11084295,0.03385454,5.77,G5,2114,44 Psc,
0.71142529,0.96177823,5.77,B7,16727,11 Per,
0.71797755,0.26723900,5.77,B9,17036,omi Ari,
0.92764250,0.16360038,5.77,B9,21933,6 Tau,
1.01183282,0.59968059,5.77,B1,24131,,
1.13746016,0.10700323,5.77,G8,27497,,
1.18695479,0.94092154,5.77,B0,28446,1 Cam,
1.25900053,-0.28500257,5.77,F6,30606,59 Eri,
1.43128634,0.30087537,5.77,M1,35802,117 Tau,
1.69568191,-0.30484115,5.77,G5,45765,,
1.79259131,-0.00943932,5.77,F2,49933,,
1.80128160,0.14626344,5.77,F0,50277,,
1.92549814,0.78937848,5.77,A7,56963,,
1.95948842,-0.54901756,5.77,B2,59550,,
1.98348670,-0.47144737,5.77,K1,60666,,
2.01525897,0.23528008,5.77,M2,61885,,
2.10026377,1.03057329,5.77,,65301,,
2.39630070,-0.21568391,5.77,G6,78668,,
2.46724834,-1.08123632,5.77,A4,81830,,
2.67386623,0.08054210,5.77,K0,88547,19 Sex,
2.74935899,0.67937426,5.77,A4,90840,32 LMi,
2.80934014,-1.12135465,5.77,B2.5,93163,,
3.02974614,0.05340708,5.77,F5,100563,89 Leo,
3.29302178,-0.77969675,5.77,G1,109409,,
3.45814447,0.20169219,5.77,M0,114780,,
3.49485457,-0.81822005,5.77,K1,115912,,
3.52096178,1.37259480,5.77,G2.5,117566,,
3.62935400,-0.81854487,5.77,B2,120640,,
3.66519870,-0.43651169,5.77,F7,122066,48 Hya,
3.87444913,-0.46506722,5.77,B9,130274,57 Hya,
3.91049746,0.25213705,5.77,A0,131951,,
3.95941758,-0.85675304,5.77,G8,133631,,
4.14565876,-0.92868000,5.77,B9,141168,,
4.16932251,-1.05030036,5.77,G5,142049,,
4.27788926,-0.96237455,5.77,K0,146690,,
4.36613747,0.07364805,5.77,A1,150378,37 Her,
4.42865662,-0.71822238,5.77,O8,152408,,
4.55666925,-1.05895428,5.77,B8,156942,,
4.55513481,0.15451012,5.77,K1,157617,,
4.61429420,0.42428954,5.77,A2,160181,79 Her,
4.68287837,0.10648933,5.77,F3-5,162917,,
4.72070838,-0.39759570,5.77,B0,164402,,
4.74219048,-0.75790438,5.77,A5,165189,,
4.74219048,-0.75790438,5.77,A5,165190,,
4.73967429,-0.08292738,5.77,K1,165438,,
4.84797197,0.29546000,5.77,A2,170878,,
4.95143364,0.85276302,5.77,F3,175824,,
5.00316083,0.42325689,5.77,A4,178187,,
5.18128623,0.67033733,5.77,B8,187235,,
5.38125006,-1.41310583,5.77,G6-8,193721,,
5.46056800,0.49306521,5.77,F5,198726,,
5.60431041,-0.71570135,5.77,A0,203585,the2 Mic,
5.65178336,-0.06951743,5.77,G9,205423,,
5.72280372,0.34604061,5.77,B8,207840,,
5.89756935,-1.50041108,5.77,K0,211539,ups Oct,
6.08673396,-0.71742729,5.77,K2,219263,,
6.11252847,0.66640549,5.77,F5,220117,12 And,
6.23718861,0.01878168,5.77,A5,223438,21 Psc,
0.45085491,1.05681625,5.78,B8,10425,44 Cas,
0.68766700,1.14747641,5.78,K5,16024,,
0.73213653,1.42154159,5.78,G8,16458,,
0.69902618,-0.16498694,5.78,F6,16673,,
0.91593425,-0.74410658,5.78,A5,21882,,
1.22753370,0.49942597,5.78,A2,29646,,
1.25927687,-0.09902804,5.78,F8,30562,,
1.34537251,-0.15123278,5.78,B8,33224,,
1.43951848,0.03122685,5.78,B2,36166,,
1.45352475,-0.61330385,5.78,K0,36874,,
1.46283317,-0.57735492,5.78,K2,37192,,
1.46060060,-1.28703003,5.78,M3,37993,,
1.60116506,-0.38070479,5.78,M4,41933,,
1.62461792,0.57060631,5.78,M2,42471,,
1.65668107,-0.60033509,5.78,B9,44323,,
1.85725576,0.16032304,5.78,M0,53510,,
1.88227215,0.46873726,5.78,A4,54801,47 Gem,
1.88984251,-0.19637378,5.78,K0,55589,,
1.91129552,0.71354878,5.78,A5,56221,64 Aur,
1.94228239,-0.24001671,5.78,F0,58461,,
1.94351866,-0.44013325,5.78,B7,58612,,
2.04733666,-1.05214750,5.78,F1,64185,,
2.08126150,0.27559234,5.78,K3,64960,1 Cnc,
2.15644156,-0.61942705,5.78,K1,69123,,
2.24593331,0.63563922,5.78,A2,72524,33 Lyn,
2.32919279,-1.05337893,5.78,B5,76538,,
2.44151200,-0.27636319,5.78,K4,80479,,
2.67675330,-0.90331455,5.78,A3,88842,,
3.35666085,0.48087699,5.78,A2,111469,30 Com,
3.44356370,0.17492078,5.78,K0,114256,,
3.51296236,0.41633860,5.78,A3,116706,,
3.56399142,-0.46242499,5.78,A7,118349,,
4.09193170,-0.40389828,5.78,K0,139254,,
4.22198055,-0.22245191,5.78,B9.5,144708,11 Sco,
4.26186132,0.50876833,5.78,A3,146738,ups CrB,
4.67570071,-1.05006765,5.78,K0,161814,,
4.86602159,0.31770810,5.78,A0,171623,,
4.90271714,-1.12662942,5.78,K0,172211,,
5.38396986,0.81496210,5.78,B9,196178,,
5.42957386,0.98590256,5.78,M3,197939,,
5.47509059,-0.31281633,5.78,K0,199012,19 Cap,
5.61667315,-0.36994193,5.78,K5,204139,35 Cap,
5.76762959,0.92296889,5.78,B5,209419,,
5.78223218,0.46554719,5.78,K2,209761,,
5.79378771,0.37878493,5.78,B7,210129,25 Peg,
5.80593957,0.20288483,5.78,M1,210502,,
5.86943319,-1.22926448,5.78,F3,212211,,
5.86480807,-0.08442061,5.78,A0,212404,51 Aqr,
0.01888592,-0.28848353,5.78,K2,225197,,
0.06536258,0.15395258,5.79,F0,1061,35 Psc,
0.09057532,0.57441210,5.79,K5,1632,,
0.15906494,1.05288926,5.79,A4,3283,,
0.29912762,1.01689185,5.79,B8,6676,,
0.37947094,-0.56798347,5.79,C6,8879,,
0.47426414,0.57055298,5.79,F8,11007,,
0.48937578,0.88650121,5.79,B9,11291,2 Per,
0.59239384,0.44999921,5.79,F6,13871,20 Ari,
0.68493992,-0.60350577,5.79,G5,16417,lam2 For,
0.83879069,0.47572342,5.79,B9,19832,56 Ari,
0.85433867,0.99729568,5.79,A0,20041,,
1.09782664,-0.35528116,5.79,A2,26591,,
1.13867462,-1.42383960,5.79,F0-2,29116,nu Men,
1.21368742,0.27983446,5.79,F0,29375,89 Tau,
1.19365976,-1.09647886,5.79,K1,29399,,
1.29944853,0.41798212,5.79,G8,31553,99 Tau,
1.43724955,-0.06015083,5.79,K1,36134,,
1.51349862,0.16619413,5.79,G8,38527,,
1.73827521,0.50586914,5.79,B9,47152,53 Aur,
1.75008527,0.00864423,5.79,B8,47964,,
1.79055510,-0.29817011,5.79,K0,49980,,
1.86365530,-0.71372331,5.79,B3,54475,D Pup,
1.95416517,-0.20170673,5.79,G8,59067,,
2.04938015,-1.15533524,5.79,B9,64484,,
2.22148416,-0.77074709,5.79,B2,72067,,
2.29475890,-1.38761433,5.79,K5,76236,,
2.35951789,-1.06402059,5.79,G8,77615,,
2.40660542,-0.81304224,5.79,B2,79275,,
2.55763457,0.11708735,5.79,M1.5,84542,,
2.57960391,-1.03717645,5.79,K2,85655,,
2.80713666,0.08286435,5.79,K3,92841,35 Sex,
2.83747630,-0.15529552,5.79,A3,93903,41 Sex,
2.94101069,0.14068323,5.79,K3,97605,,
2.98073875,-0.99098825,5.79,A4,99022,,
3.24521431,-0.67912700,5.79,B9,107860,,
3.40190124,-0.06653098,5.79,A3,112846,44 Vir,
3.45202855,-0.73710587,5.79,F7,114435,,
3.47116899,0.71305911,5.79,A7,115271,19 CVn,
3.51742749,1.26346809,5.79,M1,117187,,
3.57871764,-1.12708030,5.79,F3,118666,,
3.96277734,-0.70832248,5.79,B8,133880,,
4.02577645,1.10551579,5.79,K4,137443,,
4.06194113,1.12065167,5.79,K0,138852,,
4.31203227,-0.64890372,5.79,K1,148247,,
4.34668432,0.81355614,5.79,G8,150030,,
4.44868427,-1.20896048,5.79,A,152564,,
4.63067121,-0.81894242,5.79,A0,160263,,
4.63370372,1.25937626,5.79,G0,162004,psi1 Dra B,
4.58497994,1.51787891,5.79,A2,166926,24 UMi,
4.95462614,-0.28582675,5.79,F4,175317,,
5.21040414,-0.14964744,5.79,K5,188154,56 Aql,
5.29472536,1.05837735,5.79,K5,192781,,
5.81356811,1.10464312,5.79,M3,211029,,
5.83322488,-0.15777776,5.79,K3,211392,,
5.88686467,0.46710344,5.79,K2,213179,,
5.92197487,1.31548375,5.79,M1,214710,,
6.03880285,-0.72393348,5.79,K0,217842,,
6.10809969,0.73440061,5.79,M0,219981,10 And,
6.24545711,0.16254833,5.79,M3,223637,80 Peg,
0.19966567,-0.82993315,5.8,G1,4391,,
0.30684343,0.44432204,5.8,K7,6953,,
0.41850087,0.30427391,5.8,F0,9780,,
0.49248101,-0.29546970,5.8,F0,11522,,
0.75039704,1.20233308,5.8,F5,17463,,
0.77704967,0.36073532,5.8,F5,18404,47 Ari,
0.98617648,1.17289035,5.8,F0,23005,,
1.01980315,1.01185463,5.8,A5,24141,,
1.40379741,0.14710702,5.8,B1,34989,,
1.52735217,0.17228339,5.8,G8,39007,,
1.59458371,-0.61982944,5.8,A1,41759,,
1.62114180,0.42621425,5.8,K0,42398,5 Gem,
1.67651237,-1.05210387,5.8,A0,45557,,
1.72466164,0.01553343,5.8,B8,46769,,
1.76942207,-0.54016001,5.8,B2,49131,,
1.77105104,-0.91472706,5.8,K3,49517,,
1.90472145,-0.66879078,5.8,B4,56733,,
1.94147517,0.90560287,5.8,K5,57646,,
2.00159449,-0.63699185,5.8,B2,61641,138 Pup,
2.02528006,-0.62941421,5.8,F2,62781,,
2.25090023,-0.88959432,5.8,B8,73340,47 Vel,
2.53525073,-0.99937068,5.8,K0-1,84152,,
2.80876564,0.99831379,5.8,A0,92728,39 UMa,
2.93758548,-0.77444137,5.8,K5,97576,,
2.98879635,0.19949598,5.8,K4,99196,,
3.03817462,0.48487186,5.8,F0,100808,,
3.16450737,1.34226001,5.8,G9,104985,,Tonatiuh
3.27204874,-0.98654251,5.8,M1,108732,,
3.29875955,-0.69586277,5.8,A0,109573,,
3.74143323,0.26639542,5.8,M3,125180,101 Vir,
3.88324123,0.49944051,5.8,A4,130917,,
3.90247621,-0.20766509,5.8,G7,131530,xi1 Lib,
4.17724922,-0.63154739,5.8,K0-1,142691,,
4.47383883,0.95068569,5.8,F7,154906,mu Dra,Alrakis
4.55144781,-0.98655221,5.8,G8,156854,,
4.69798274,-0.48983150,5.8,A7,163318,,
5.03190786,-0.45215663,5.8,K1,179323,,
5.10079746,0.03403877,5.8,A0,183324,35 Aql,
5.25389193,0.29792770,5.8,G1,190406,15 Sge,
5.32481047,0.31054740,5.8,K5,193579,,
5.41288415,-0.28141980,5.8,G7,196857,,
5.62056378,0.56243720,5.8,F0,204485,,
5.73727541,0.98805513,5.8,B8,208501,13 Cep,
5.77405822,0.19872998,5.8,B9.5,209459,21 Peg,
5.99292978,-0.20274908,5.8,B9,216494,74 Aqr,
6.18515598,0.77543524,5.8,B8,222109,,
0.02226749,1.07013409,5.8,B8,225289,,
0.31054498,0.65841092,5.81,B7,7019,45 And,
0.39806597,1.22635075,5.81,F6,9021,38 Cas,
0.61045072,-0.97641960,5.81,K5,14641,,
0.68323095,0.13490910,5.81,K0,16247,,
0.93194037,0.69637668,5.81,A5,21912,,
0.99744112,-0.36482714,5.81,K5,23978,,
1.18954370,-0.05601052,5.81,B9,28843,,
1.29083824,0.26249752,5.81,B9,31373,,
1.30095388,0.43720983,5.81,A0,31592,98 Tau,
1.56480403,-0.76854604,5.81,G8,40733,,
1.59737624,-0.51938574,5.81,A1,41843,,
1.65362674,-0.36522954,5.81,B4,44081,,
1.98209771,0.05884184,5.81,A0,60357,del3 CMi,
2.08934092,-1.06158682,5.81,B2,66194,,
2.24286444,-0.03755367,5.81,A1,72660,,
2.65948181,-1.19875031,5.81,A0,88473,,
2.69926804,-0.97930424,5.81,F6,89569,,
2.86244906,0.10795346,5.81,M5.5,94705,56 Leo,
2.87974963,-0.76458026,5.81,B8-9,95347,,
2.92294653,-0.56491945,5.81,A2,97023,,
2.99667942,-0.92781703,5.81,K0,99574,,
3.02059043,-0.51074152,5.81,F8,100286,17 Crt B,
3.21791445,0.92836002,5.81,K6,106884,,
3.25090844,0.99095432,5.81,M3,108135,71 UMa,
3.60242503,-0.45581213,5.81,A1,119752,,
3.86639880,-0.40409705,5.81,G5,129944,,
3.96447903,0.43822793,5.81,K1,134335,,
3.98946633,-1.22311704,5.81,C5,134453,,
4.10986496,0.32225565,5.81,A2,140232,tau7 Ser,
4.15509081,0.97435914,5.81,G8,142531,,
4.24715692,-0.96937041,5.81,F2,145361,zet Nor,
4.60161148,0.16731890,5.81,A2,159480,53 Oph,
4.88042783,-0.41023964,5.81,B8,171961,,
4.92818440,-0.79954018,5.81,G8,173791,,
5.01097118,0.91499856,5.81,K1,179094,,
5.08972189,0.34717023,5.81,M0,182955,,
5.10050657,0.43229382,5.81,K0,183491,8 Vul,
5.23950023,-0.78737136,5.81,A8,189198,,
5.48218826,0.88538129,5.81,F0,199611,,
5.79878372,-0.32323013,5.81,B2.5,210191,35 Aqr,
5.99375881,0.78102030,5.81,A3,216608,,
5.99571503,0.70471062,5.81,K0,216646,,
6.06482280,-0.74805781,5.81,F4,218630,,
6.16679366,-1.35062789,5.81,G2,221420,,
0.29570241,-0.17079016,5.82,F7,6706,30 Cet,
0.40021127,-0.52854388,5.82,K0,9377,,
0.47674396,0.83595938,5.82,A3,11031,,
0.51369403,0.48527910,5.82,M2,11928,,
0.62324980,0.72250328,5.82,F0,14622,,
0.68103475,0.12019986,5.82,K3,16160,,
0.73537266,0.31910921,5.82,K1,17459,40 Ari,
0.79818997,-0.81986842,5.82,K2-3,19141,,
0.91898857,0.83956640,5.82,B8,21551,,
1.47797390,-0.71047991,5.82,B8,37717,,
1.68889694,-1.01232975,5.82,K3,45984,,
1.84375855,0.29101911,5.82,M2,52609,,
1.89672929,0.43432518,5.82,M1,55621,52 Gem,
1.90091081,0.13923849,5.82,M4,56031,,
1.93043596,-0.10441917,5.82,F3,57749,,
2.10778323,-0.56660175,5.82,K2-3,66598,,
2.14319887,-0.84582049,5.82,B3,68657,,
2.32477856,-0.67586421,5.82,M0,76110,,
2.36231041,0.56291232,5.82,A2,77104,66 Cnc,
2.69667914,1.13635479,5.82,A8,88983,32 UMa,
2.69323211,0.40327772,5.82,F8,89125,39 Leo,
3.38721866,0.94421343,5.82,A5,112486,,
3.48395353,0.59512334,5.82,K4.5,115723,,
3.90357432,-0.58120434,5.82,K2,131432,,
4.06082848,-0.28988949,5.82,G6,138137,zet3 Lib,
4.07546016,-0.69928556,5.82,M2,138505,,
4.69627377,0.01169855,5.82,B2,163472,,
5.14299080,0.95947536,5.82,F6,185912,,
5.52617056,0.54427608,5.82,F7.5,201078,,
5.57713417,-0.07887919,5.82,B5,202753,15 Aqr,
5.58976600,0.12835927,5.82,M2,203291,9 Equ,
5.91924052,-0.55263912,5.82,K1,214122,,
5.92921799,0.34072706,5.82,G8,214567,40 Peg,
6.08003625,0.19312068,5.82,G8,219139,,
0.18350683,1.15449167,5.83,G9,3856,,
0.63706699,-0.26775290,5.83,A6,15144,,
0.66704302,0.60288036,5.83,K0,15755,,
0.69076496,-0.52698762,5.83,F4,16538,iot2 For,
0.79384119,-0.17385903,5.83,G6,18885,,
0.92005032,-1.16046457,5.83,B8,22252,,
1.04227427,-0.09546951,5.83,G9,25069,,
1.14796850,-0.43445124,5.83,K5,27881,,
1.47107985,0.46991536,5.83,B9,37098,,
1.60160866,-0.59885640,5.83,B4,42054,,
1.63146833,-0.06529955,5.83,G8,43023,,
1.63455175,-0.07973246,5.83,B5,43157,,
1.98230133,-0.40969180,5.83,F4,60584,n Pup A,
2.09846027,0.44318758,5.83,G8,65714,ome Cnc,
2.15721968,-0.79996197,5.83,B2,69302,,
2.18318873,0.36211703,5.83,K1,69994,,
2.61092529,1.27198626,5.83,K3,85841,,
3.00666416,1.07823532,5.83,F5,99747,,
3.03849460,-1.06556229,5.83,B2.5,100929,,
3.20701341,-0.36379934,5.83,G7,106485,,
3.50056325,-0.91076613,5.83,B2.5,116084,,
3.57225265,-0.51593387,5.83,F5,118646,,
3.64915622,-0.81319253,5.83,K1,121416,,
3.78388836,-0.80519795,5.83,A1,126504,,
3.80165436,-1.18188849,5.83,K1,126862,,
4.19250630,0.07727445,5.83,K0,143553,3 Her,
4.20329098,0.63934319,5.83,A2,144208,,
