ra,dec,m,sp_cl,id,bayer_name,proper_name
4.77302477,1.12394447,5,F5,20819,36 Dra,
5.58230616,1.13222703,5,B3,22770,,
6.12976046,1.08704007,5,K5,24436,4 Cas,
6.23044429,1.18345230,5,A0,24729,,
0.15768548,0.94541620,5,B5,25509,,
0.21307423,0.88955926,5,B9,25711,,
0.53364212,0.95098748,5,B8,27040,4 Per,
0.91630752,0.96781672,5,A2,28513,,
1.54830841,0.97227032,5,A2,30117,xi Aur,
2.02024835,1.02468963,5,A2,31272,24 Lyn,
4.66470411,0.88629715,5,A2,36199,,
5.21819834,1.02705645,5,K2,37931,,
5.92265722,0.89963190,5,A5,40883,9 Lac,
0.04503363,0.80411298,5,F0,42645,22 And,
0.29676880,0.76693204,5,A2,43666,,
0.82683249,0.78291102,5,K0,45885,,
1.40864505,0.71609492,5,A3,48055,,
1.75878144,0.77709888,5,K5,49271,,
2.76299168,0.70555894,5,A5,51942,,
2.87746412,0.70564136,5,G0,52175,47 UMa,
2.97939193,0.75891628,5,G5,52395,,
3.33851226,0.79308236,5,N3,53169,,
4.06194563,0.71267140,5,K5,54790,nu1 Boo,
4.06566922,0.71382904,5,A2,54799,,
5.29402228,0.81708960,5,A2,59516,30 Cyg,
5.45451301,0.76898023,5,A5,60544,,
5.57830412,0.76700152,5,O5,61260,68 Cyg,
5.65901018,0.70534941,5,A5,61760,74 Cyg,
5.94056350,0.70206843,5,B2,63267,12 Lac,
6.00862261,0.84969793,5,B3,63622,EW Lac,
1.39633066,0.59268074,5,A5,70210,,
3.25437997,0.68100318,5,K0,76480,6 CVn,
3.55522172,0.64895554,5,F0,77276,,
5.23563527,0.64651833,5,B3,83988,25 Cyg,
5.29940254,0.64239097,5,A0,84530,,
5.61714613,0.64780968,5,B3,86599,70 Cyg,
5.71527647,0.52663928,5,A0,87079,14 Peg,
0.51455986,0.41182822,5,A5,91235,,
1.72438959,0.48908091,5,A0,96215,,
2.06601932,0.46715075,5,A2,98090,psi Gem,
4.41461152,0.43033574,5,K0,105282,,
5.07945942,0.51698969,5,B3,108923,2 Cyg,
5.47405335,0.48969803,5,K5,112120,32 Vul,
1.15233698,0.30445717,5,A5,119852,,
1.17187783,0.27859071,5,K0,119933,,
1.18054172,0.28263794,5,A5,119967,,
1.51719115,0.24259664,5,B5,121404,,
1.64254513,0.21418927,5,F5,122206,74 Ori,
1.80922408,0.22999614,5,F0,123242,,
1.89093858,0.28202688,5,M3,123710,BQ Gem,
2.49558361,0.19721861,5,G5,126547,xi Leo,
2.70410805,0.33983078,5,F5,127314,,
3.29487263,0.32073978,5,K0,129167,24 Com,
3.52744197,0.24048455,5,G0,129843,70 Vir,
4.22402651,0.29752545,5,G5,132011,,
4.53181968,0.18962163,5,K5,133229,,
4.53922839,0.31515575,5,M0,133269,,
5.18789324,0.33409189,5,A2,137034,,
5.40672335,0.17603783,5,G5,138772,kap Del,
5.85347688,0.21302073,5,B3,141365,31 Peg,
2.38225560,0.08887701,5,K0,155420,,
3.23038518,0.05781427,5,K0,158745,16 Vir,
6.11014987,0.09392101,5,K0,173998,,
6.22380956,0.06085618,5,N0,174411,,
1.45527516,-0.02017794,5,B2,175905,,
0.15379943,-0.06270648,5,G0,182410,,
0.44822367,-0.06440609,5,G5,183757,,
1.02228799,-0.05155770,5,G5,186311,,
1.31527336,-0.12520967,5,B8,187595,,
1.33849503,-0.08124939,5,B9,187715,,
1.56674599,-0.16682429,5,A5,188657,,
1.84530556,-0.07398853,5,B3,189857,,
3.58496264,-0.15189663,5,M0,196772,82 Vir,
4.23173424,-0.06050591,5,K0,199363,,
5.06384833,-0.09452252,5,G5,202795,,
5.10798523,-0.04867509,5,M0,202977,36 Aql,
5.92432997,-0.07379344,5,K0,206585,kap Aqr,
6.04391586,-0.13428185,5,F0,207132,,
6.10412070,-0.16773855,5,A0,207410,psi3 Aqr,
0.05308724,-0.31308254,5,K2,208476,,
0.86693856,-0.32393432,5,F0,212728,,
1.54778765,-0.20549870,5,K2,216439,,
2.03308030,-0.25418664,5,F0,219161,4 Pup,
2.15257005,-0.27555718,5,G5,219825,20 Pup,
2.26903449,-0.21773704,5,K2,220446,6 Hya,
2.98174049,-0.32777360,5,F2,224336,,
3.47311576,-0.34807120,5,K0,227035,,
3.62099729,-0.31650144,5,K0,227897,89 Vir,
4.37018736,-0.30965946,5,K0,232030,,
4.84956466,-0.32118760,5,A0,234652,,
4.86528040,-0.19158687,5,G5,234743,,
5.22704519,-0.27037782,5,A0,236747,61 Sgr,
1.31843837,-0.45858458,5,K0,248347,,
1.67521843,-0.44641522,5,K2,250332,,
2.01935808,-0.45991917,5,K0,253010,,
2.04651984,-0.43480020,5,G0,253250,,
2.25963036,-0.45823944,5,A0,254861,,
2.50109056,-0.36853955,5,K0,256369,,
3.78812267,-0.51472605,5,B8,262974,52 Hya,
4.10275296,-0.41570412,5,K0,264535,,
4.15970581,-0.35198200,5,B3,264819,,
4.94875143,-0.39697256,5,G5,269055,,
5.08447056,-0.42775576,5,A5,269762,,
0.96974216,-0.55742965,5,B5,279334,del For,
1.23071034,-0.64829135,5,F5,280570,bet Cae,
1.54843225,-0.69739963,5,K5,282029,,
1.60363964,-0.65018770,5,B9,282299,,
1.91391096,-0.64128206,5,B3,283790,,
1.94050425,-0.55517027,5,G5,283937,,
2.98107268,-0.63119444,5,K5,288853,,
3.02335728,-0.54257355,5,M0,289045,,
3.89579880,-0.65979084,5,B8,293171,,
4.45878202,-0.56101087,5,B8,295807,,
5.25486654,-0.55948929,5,K0,299741,,
5.47016621,-0.69481305,5,K2,300744,,
5.70607502,-0.53927726,5,A2,301836,,
1.33066971,-0.86529652,5,K5,309337,eta2 Pic,
1.87968440,-0.85402538,5,K2,311545,,
1.89029055,-0.78858925,5,A0,311590,,
1.89645578,-0.84250635,5,B8,311614,,
2.22127493,-0.83651871,5,B5,313129,,
2.24591942,-0.87169141,5,K0,313270,,
2.64499288,-0.82676329,5,K0,315013,,
2.76175766,-0.82036433,5,K0,315463,,
3.00451951,-0.74481348,5,B9,316440,,
3.95020122,-0.71675853,5,K0,320221,,
4.02358642,-0.83649941,5,F8,320510,,
4.05529862,-0.81563861,5,K0,320634,,
4.18662796,-0.72857833,5,G5,321254,,
4.85095757,-0.80136477,5,B8,324193,,
0.00582619,-0.87855297,5,M0,329870,,
0.46296741,-0.93413609,5,A0,331316,,
2.50518873,-0.89457418,5,B3,338090,,
3.22447746,-0.96242690,5,M0,340873,,
4.46431275,-0.92916258,5,F8,345633,,
4.56404021,-0.88372051,5,K0,345998,,
5.83926684,-0.93597547,5,G0,350135,,
0.78014741,-1.11825499,5,A5,353263,,
1.60158473,-1.08480260,5,K0,355194,,
1.83191016,-1.18536576,5,K2,355751,,
2.71821541,-1.16765232,5,B8,357955,,
3.16044380,-1.10244720,5,B3,359166,,
3.25728274,-1.10168658,5,B5,359408,,
5.24416622,-1.16839151,5,K0,364354,,
3.09771289,-1.22567060,5,G5,371263,,
3.13995553,-1.36522601,5,B9,371327,,
3.51298911,-1.30703858,5,K0,371878,,
5.55600005,-1.22393540,5,M0,374914,omi Pav,
3.76287358,-1.39816338,5,B5,377674,,
5.71992610,-1.44371667,5,G0,378641,,
0.01016654,-0.51872154,5,B5,400001,,
1.31050199,1.41710297,5.1,K0,834,,
2.00935008,1.51878779,5.1,M0,1266,,
3.19481915,1.35465916,5.1,A5,8107,,
5.01417131,1.33623163,5.1,F0,10093,,
5.91565714,1.28531611,5.1,F0,11278,31 Cep,
0.96933492,1.10334110,5.1,M0,14446,,
1.80512430,1.20232789,5.1,B5,15946,43 Cam,
2.80100561,1.14696667,5.1,K0,17551,,
3.99086448,1.17542243,5.1,G0,19360,,
0.86667676,0.87654172,5.1,B3,28374,,
1.06662604,1.03245853,5.1,F0,28889,,
1.33579399,1.02926094,5.1,B3,29601,,
1.82070718,1.01966852,5.1,G0,30808,,
4.89840493,0.96934728,5.1,A0,36781,,
5.02513372,0.99238049,5.1,K0,37184,,
0.88671336,0.85893339,5.1,B3,46103,,
2.32105693,0.76317352,5.1,G5,50863,,
2.56820683,0.80321807,5.1,G0,51497,,
2.60788929,0.71655617,5.1,F5,51593,19 LMi,
3.15081468,0.75128710,5.1,A3,52766,,
3.48298749,0.86711549,5.1,A0,53482,,
5.15237070,0.79456162,5.1,F2,58681,,
5.50294604,0.80557145,5.1,B3,60841,60 Cyg,
5.67312844,0.75527072,5.1,K5,61846,75 Cyg,
5.78590944,0.78564900,5.1,K5,62478,,
5.95197177,0.72988360,5.1,K0,63335,13 Lac,
6.03275463,0.74626662,5.1,A2,63742,,
0.66367359,0.63088901,5.1,K0,67436,14 Tri,
0.77356497,0.55735683,5.1,A0,67948,,
1.92877884,0.64159292,5.1,K0,72715,,
2.03987712,0.58321359,5.1,K2,73110,pi Gem,
2.73106096,0.58984885,5.1,F0,75214,,
4.81811077,0.68953226,5.1,A2,81293,mu Lyr,Alathfar
5.08830053,0.63386702,5.1,A0,82895,4 Cyg,
0.55224551,0.39528633,5.1,A0,91364,,
1.00001410,0.42126711,5.1,B8,92936,,
1.46368474,0.41956866,5.1,B3,94529,,
1.54628550,0.35388601,5.1,F8,95062,,
1.96062012,0.49075541,5.1,A2,97566,,
2.18194198,0.47503809,5.1,F5,98601,chi Cnc,
2.39703032,0.38476539,5.1,G5,99352,xi Cnc,
2.80743126,0.40471392,5.1,A2,100596,41 LMi,
3.25935307,0.46819523,5.1,A2,101904,,
4.54179708,0.42759635,5.1,A0,105806,,
4.66360353,0.44720319,5.1,K0,106382,,
4.95127161,0.39523029,5.1,,108046,,
5.26605156,0.41214990,5.1,B3,110432,,
5.72931714,0.45247874,5.1,B3,113712,16 Peg,
0.21370865,0.29566939,5.1,F5,116793,64 Psc,
0.73867664,0.30481137,5.1,B5,118581,,
1.11091552,0.17473223,5.1,B8,119729,,
1.27136022,0.32881721,5.1,F0,120330,97 Tau,
2.11653780,0.22895466,5.1,A0,124826,,
3.21141934,0.26003665,5.1,A2,128901,,
4.19419461,0.31099013,5.1,G5,131912,,
5.00463047,0.19323015,5.1,B8,135805,,
5.14914126,0.31440167,5.1,G0,136737,,
5.25849457,0.34890930,5.1,K0,137588,,
5.56096588,0.17465378,5.1,F5,139808,,
6.21063524,0.18031840,5.1,M0,142782,,
6.25040889,0.33371160,5.1,M0,142928,phi Peg,
1.44531406,0.05746152,5.1,B3,149079,,
2.05817806,0.03083734,5.1,B8,153455,zet CMi,
2.20746094,0.13202436,5.1,K0,154457,,
2.76983839,0.12136510,5.1,K0,156974,,
2.88305281,0.10648956,5.1,A5,157421,,
3.77073636,0.10157981,5.1,A3,160595,,
4.12963939,0.12833425,5.1,G0,161899,,
4.38876821,0.14979467,5.1,K2,163086,,
4.39724258,0.09157577,5.1,A0,163126,,
5.03401730,0.04003232,5.1,B8,167421,,
5.14520256,0.09420909,5.1,B3,168338,,
0.84113518,-0.02087549,5.1,F8,175267,94 Cet,
1.71754273,-0.02129679,5.1,B3,176316,,
3.64207643,-0.02623428,5.1,K0,179180,,
5.78048888,0.01582460,5.1,A3,181395,,
1.58923173,-0.11709428,5.1,B2,188753,,
1.65301449,-0.16388568,5.1,K0,189030,,
1.69279215,-0.08311500,5.1,B3,189195,10 Mon,
1.70969886,-0.14238861,5.1,K0,189268,,
1.99525218,-0.07175067,5.1,F5,190464,25 Mon,
3.79039785,-0.12043707,5.1,K5,197585,,
5.84771867,-0.13650302,5.1,B8,206239,,
0.24445488,-0.19663679,5.1,K0,209500,,
1.30830149,-0.17913026,5.1,K0,215131,,
1.98007290,-0.25349016,5.1,K5,218852,,
2.00881571,-0.26640613,5.1,K0,219016,,
2.53206266,-0.25014640,5.1,B3,221846,kap Hya,
2.64922807,-0.29918240,5.1,K2,222476,,
2.98717370,-0.18953233,5.1,K5,224361,,
3.23290987,-0.23676593,5.1,K0,225705,,
3.60383750,-0.21688285,5.1,K0,227810,,
3.88635424,-0.27920487,5.1,F5,229365,,
4.21254231,-0.34560859,5.1,B1,231175,,
4.85516731,-0.25945570,5.1,K2,234686,,
5.15971214,-0.28141703,5.1,F0,236375,55 Sgr,
5.56649806,-0.26479262,5.1,M0,238605,,
5.67907332,-0.24517667,5.1,G5,239206,,
5.73033612,-0.23652333,5.1,F0,239478,mu Cap,
5.83289297,-0.22394959,5.1,K0,240044,,
0.39096349,-0.37750313,5.1,A0,244014,48 Cet,
1.81419056,-0.40040475,5.1,B3,251265,,
1.89740197,-0.47190299,5.1,K5,251952,,
1.91407073,-0.42863376,5.1,Oe,252112,,
2.76641180,-0.41443153,5.1,K2,257847,44 Hya,
2.85139726,-0.35148783,5.1,F5,258261,,
3.09251217,-0.46687227,5.1,M3,259488,,
3.23130628,-0.38774011,5.1,B8,260189,,
3.27376229,-0.41358199,5.1,K5,260421,,
3.67557751,-0.47874158,5.1,K0,262401,,
4.26863312,-0.49940836,5.1,A0,265379,,
4.55251602,-0.49118553,5.1,K2,266801,,
4.72483208,-0.42380981,5.1,A5,267736,,
4.96259021,-0.36052175,5.1,A0,269124,,
5.85380376,-0.37696062,5.1,K0,273696,47 Aqr,
0.64589566,-0.59011589,5.1,A2,277981,,
0.74470224,-0.62266259,5.1,K0,278416,,
1.01948630,-0.60619347,5.1,B5,279581,,
1.45236075,-0.67218776,5.1,K2,281583,,
1.64506095,-0.65864488,5.1,K0,282470,,
1.71838187,-0.63236871,5.1,K2,282830,,
1.74406679,-0.53180904,5.1,K0,282961,,
1.82569046,-0.59536259,5.1,B5,283354,,
2.49043423,-0.55659146,5.1,A0,286548,,
2.99101815,-0.62941750,5.1,K0,288900,,
3.47706987,-0.54988731,5.1,K0,291197,,
3.51740385,-0.69385821,5.1,K0,291381,,
3.60820337,-0.63271608,5.1,A0,291811,,
4.81484169,-0.63247294,5.1,K0,297635,,
4.84800324,-0.57576894,5.1,A3,297823,,
4.85356568,-0.69296678,5.1,A2,297850,,
6.03664431,-0.60649241,5.1,F0,303321,pi PsA,
0.49902221,-0.74171276,5.1,B9,306304,,
1.13131522,-0.77262036,5.1,K0,308523,,
1.18174178,-0.78459177,5.1,B3,308729,del Cae,
1.78857269,-0.81357902,5.1,F2,311162,,
1.84958482,-0.86540439,5.1,A2,311418,,
1.84985483,-0.76110487,5.1,G0,311421,,
2.02000764,-0.78842194,5.1,G5,312086,,
2.02326784,-0.71443026,5.1,K0,312100,,
2.08264867,-0.76986497,5.1,B3,312361,,
2.13680543,-0.83666381,5.1,B3,312672,,
2.27032654,-0.70273617,5.1,B9,313389,,
2.28494658,-0.86957204,5.1,B2,313484,,
2.35127993,-0.82440346,5.1,F0,313837,,
3.15756154,-0.74061500,5.1,F0,317043,,
3.29761905,-0.71596891,5.1,A5,317605,,
3.82365787,-0.80713609,5.1,K2,319698,,
3.99709538,-0.72415606,5.1,F5,320405,,
4.55626375,-0.77078001,5.1,B8,322908,,
4.98777779,-0.73469857,5.1,A0,324720,,
5.38398178,-0.77695319,5.1,K0,326295,,
5.44754784,-0.76774435,5.1,F0,326547,iot Mic,
0.46294705,-0.88691155,5.1,M0,331315,,
0.80116532,-1.04262091,5.1,F0,332347,mu Hor,
1.42384687,-1.02821622,5.1,G5,334348,,
1.83634111,-0.89714480,5.1,M0,335666,,
2.11648842,-0.92690737,5.1,K2,336643,,
2.35359184,-1.03120548,5.1,F0,337450,,
2.36380390,-0.91086624,5.1,B9,337501,,
2.77656045,-1.03959538,5.1,K0,339223,,
3.01840702,-1.03745963,5.1,F8,340163,,
3.39062175,-0.89358676,5.1,B8,341451,,
3.61127326,-0.87826073,5.1,K0,342260,,
4.26175013,-0.93918154,5.1,M0,344765,,
4.64320878,-0.90467532,5.1,G5,346258,mu Ara,
5.00181562,-0.91352040,5.1,G0,347432,,
5.07390680,-0.94987702,5.1,A0,347630,,
6.27851407,-0.92058826,5.1,K0,351542,pi Phe,
0.86488874,-1.09093826,5.1,G0,353441,,
1.60892028,-1.20154477,5.1,B9,355211,nu Dor,
1.66957701,-1.22145272,5.1,K5,355337,,
2.16101032,-1.09808112,5.1,A2,356597,,
2.31509336,-1.16575674,5.1,F5,356963,,
3.04127294,-1.06959764,5.1,K0,358838,,
3.23811866,-1.17848213,5.1,A5,359355,,
4.16912478,-1.19734754,5.1,K0,361735,,
4.39240926,-1.17128430,5.1,A0,362305,,
4.96811171,-1.05069819,5.1,K0,363691,,
5.41072335,-1.05677892,5.1,F8,364705,,
5.41903788,-1.16519237,5.1,B9,364728,,
6.27265013,-1.12221471,5.1,A2,366716,,
0.21201350,-1.30766006,5.1,K5,367064,lam Hyi,
1.61547937,-1.30468718,5.1,K0,369060,alp Men,
5.51836632,-1.34431813,5.1,F2,374864,alp Oct,
2.50406925,-1.41268976,5.1,B3,377063,,
5.84696185,-1.40393882,5.1,M3,378712,eps Oct,
6.24874239,-1.43149873,5.1,G5,378892,,
4.52918031,-0.42388714,5.1,K0,400229,,
1.17030282,1.46272151,5.2,B3,741,,
0.68955093,1.27091889,5.2,K0,5046,,
5.37346275,1.30820504,5.2,A2,10583,af Dra,
0.52201030,1.12786162,5.2,A0,13392,,
0.89306621,1.12723859,5.2,K2,14269,,
3.38365113,1.14211679,5.2,F0,18423,8 Dra,
3.71784263,1.21182733,5.2,M0,18907,,
4.13061183,1.09256845,5.2,A2,19587,,
4.43325840,1.13681637,5.2,F5,20129,,
5.92823238,1.10975771,5.2,A2,23870,30 Cep,
0.10585283,0.90792061,5.2,B3,25297,,
0.29789701,0.95854166,5.2,G5,26046,mu Cas,
1.12014380,0.93570359,5.2,A2,29033,,
1.90203814,1.04086981,5.2,K0,31018,,
2.77141544,0.99628028,5.2,F0,32699,37 UMa,
3.40658104,0.98378033,5.2,F0,33822,,
5.42016406,0.87859961,5.2,B3,38783,51 Cyg,
0.12316679,0.77482854,5.2,A2,42973,,
0.18966354,0.82073439,5.2,A5,43240,,
1.02960957,0.83551291,5.2,B5,46639,,
1.23440491,0.75686459,5.2,A0,47288,,
1.77875019,0.85153746,5.2,K0,49341,psi6 Aur,
1.93793077,0.70986656,5.2,K0,49822,66 Aur,
2.80800889,0.80640984,5.2,F0,52036,,
4.09204093,0.70430066,5.2,G5,54863,phi Boo,
4.98047329,0.81916844,5.2,A5,57761,16 Lyr,
5.30349287,0.83276829,5.2,A3,59586,32 Cyg,
5.62628388,0.81228665,5.2,K0,61551,71 Cyg,
0.09215898,0.66267703,5.2,F5,65222,rho And,
0.31028914,0.54846239,5.2,A5,66036,,
1.00157646,0.57755456,5.2,A2,68807,,
1.37621902,0.57050532,5.2,A2,70096,,
1.74017805,0.69642787,5.2,B8,71895,,
2.00348781,0.60360859,5.2,F0,73000,,
2.03616459,0.65480196,5.2,M0,73096,,
2.35420546,0.56581024,5.2,G5,74152,sig3 Cnc,
2.81811762,0.53550691,5.2,B9,75450,42 LMi,
3.56684248,0.63346633,5.2,F0,77311,,
4.93003771,0.56812411,5.2,A2,81882,nu2 Lyr,
5.31736904,0.61056489,5.2,F5,84682,35 Cyg,
5.52793712,0.67624231,5.2,K5,86047,61 Cyg,
5.82926734,0.65884089,5.2,K0,87596,1 Lac,
0.35396484,0.50157577,5.2,K0,90696,,
1.07777419,0.50616831,5.2,F0,93264,,
1.48238071,0.45198903,5.2,B3,94625,,
1.84312390,0.42263860,5.2,K0,96934,omg Gem,
3.24765856,0.45550761,5.2,A2,101869,,
4.71895221,0.37691771,5.2,,106664,,
4.80409352,0.50387447,5.2,A5,107115,,
5.05154048,0.40187098,5.2,B0,108726,,
1.28622860,0.19942418,5.2,A3,120379,,
1.35132102,0.27222070,5.2,F0,120658,,
1.36001625,0.28004947,5.2,K0,120692,,
1.63807506,0.28175005,5.2,B9,122173,,
2.03448711,0.18794136,5.2,A0,124416,11 CMi,
2.14768953,0.30801546,5.2,G0,124985,,
2.38999708,0.18619482,5.2,B8,126134,kap Cnc,
3.88942107,0.33336336,5.2,G5,130930,,
4.03952099,0.26926973,5.2,M0,131392,tau1 Ser,
5.08314076,0.20846905,5.2,G5,136256,,
5.21957329,0.19937962,5.2,A2,137250,,
5.47863935,0.23948525,5.2,K0,139287,,
0.32171414,0.13221431,5.2,A5,144380,zet Psc,
0.33946333,0.06308342,5.2,A2,144457,89 Psc,
1.06353092,0.09486911,5.2,B3,147165,,
1.15132273,0.16512443,5.2,A2,147502,,
1.47003272,0.16215306,5.2,K0,149219,,
1.56567451,0.00965099,5.2,A0,149713,60 Ori,
3.08886138,0.14391698,5.2,A0,158223,,
3.34063741,0.13392410,5.2,A5,159145,32 Vir,
4.05194519,0.03215134,5.2,A5,161607,,
5.01345267,0.10599796,5.2,F2,167256,,
5.08989555,0.00590983,5.2,F0,167857,,
5.98823033,0.17166496,5.2,F5,173512,,
6.06512787,0.17142512,5.2,B8,173810,,
6.07259649,0.15219455,5.2,A3,173843,59 Peg,
1.80820633,-0.01966864,5.2,A2,176522,,
0.46245880,-0.10006656,5.2,G5,183822,,
0.52555056,-0.14876982,5.2,Mb,184124,,
0.77066649,-0.06479219,5.2,A2,185207,,
1.15052446,-0.06537101,5.2,A2,186874,xi Eri,
1.46338112,-0.09452431,5.2,B1,188223,,
1.46458482,-0.08475415,5.2,F0,188236,,
1.65803290,-0.05139204,5.2,M0,189057,,
2.05153054,-0.16028139,5.2,K2,190688,,
2.14479279,-0.13565760,5.2,G5,191067,,
2.39805061,-0.15337400,5.2,G5,192072,,
2.42904286,-0.11088338,5.2,K0,192210,,
2.69491977,-0.14082950,5.2,F0,193276,eps Sex,
4.69840911,-0.07124177,5.2,K0,201226,,
5.48426302,-0.16925403,5.2,K2,204646,,
5.51558513,-0.10163187,5.2,F5,204770,,
0.20822112,-0.31522997,5.2,K0,209307,,
0.21871855,-0.18577837,5.2,F5,209360,pi2 Cet,
0.94374352,-0.30485782,5.2,A0,213138,20 Eri,
1.63950935,-0.23943323,5.2,B9,216922,,
1.67626664,-0.20123888,5.2,K0,217143,,
1.72953525,-0.32567654,5.2,G5,217418,,
1.86173944,-0.19711918,5.2,B3,218164,,
1.96073946,-0.18023496,5.2,K2,218725,,
2.04939396,-0.30069264,5.2,K0,219250,,
2.05849113,-0.24256581,5.2,G0,219300,,
2.23190624,-0.34169261,5.2,A0,220240,,
3.12420837,-0.29933860,5.2,A0,225124,eta Crt,
3.14482216,-0.18231772,5.2,G5,225244,,
3.46527152,-0.34785973,5.2,G5,226982,,
3.50383006,-0.30954093,5.2,K0,227210,,
3.54724127,-0.17741252,5.2,G5,227467,,
3.61031580,-0.31171342,5.2,M0,227850,,
3.95590583,-0.28373560,5.2,K0,229760,,
4.24921459,-0.20660814,5.2,K0,231387,,
4.80029554,-0.27631519,5.2,K2,234386,,
5.03204196,-0.21437103,5.2,K0,235666,,
5.35519585,-0.31785650,5.2,B8,237462,,
5.40734570,-0.26101069,5.2,B5,237734,,
5.41073521,-0.31657945,5.2,M0,237756,ups Cap,
6.19497985,-0.24822368,5.2,A5,241928,,
6.21425083,-0.31899246,5.2,B8,242033,106 Aqr,
0.13254764,-0.41517368,5.2,A3,242897,,
0.20156974,-0.39308547,5.2,K0,243215,,
0.52259644,-0.36345744,5.2,M0,244523,,
0.62196022,-0.41567595,5.2,F5,244936,kap For,
1.58502068,-0.45875208,5.2,G5,249776,,
3.24352090,-0.43355083,5.2,K0,260267,,
3.30611211,-0.47366451,5.2,F0,260586,,
3.65873000,-0.43584788,5.2,B8,262325,47 Hya,
3.87352680,-0.45531267,5.2,G5,263407,,
4.23693707,-0.51340896,5.2,K0,265228,,
4.29640269,-0.51842770,5.2,G0,265498,,
4.30042589,-0.40922492,5.2,B5,265516,,
4.98492883,-0.43365992,5.2,K2,269227,,
5.91096788,-0.36142641,5.2,F5,273980,ups Aqr,
0.12410490,-0.69664967,5.2,K5,276048,,
0.52903344,-0.52363213,5.2,G5,277557,,
2.04897159,-0.58100168,5.2,K5,284474,,
2.06410651,-0.63466818,5.2,K0,284539,,
2.22737661,-0.56128484,5.2,K2,285317,,
2.43015790,-0.68768958,5.2,K0,286264,,
2.61306914,-0.62641728,5.2,F0,287133,eta Ant,
4.11303738,-0.65319015,5.2,K0,294162,,
4.20364012,-0.67374111,5.2,B5,294599,,
4.43831251,-0.58048865,5.2,K5,295706,,
4.68355534,-0.60903647,5.2,K0,296951,,
4.75644378,-0.53631320,5.2,K0,297335,,
4.81223977,-0.64000535,5.2,B8,297622,,
4.90342486,-0.66887256,5.2,A0,298084,,
5.55473258,-0.68809518,5.2,F5,301120,,
0.29582290,-0.72408411,5.2,A3,305584,,
1.51170231,-0.81327393,5.2,K0,310058,,
1.85025342,-0.73892542,5.2,A2,311424,,
2.03996373,-0.81347270,5.2,B2,312163,,
2.27743148,-0.79256608,5.2,B5,313429,,
2.31499788,-0.81208987,5.2,B0,313681,,
2.41906466,-0.75446171,5.2,B3,314112,,
2.50342341,-0.85530272,5.2,B3,314443,,
2.91154829,-0.74418594,5.2,A2,316074,,
3.03228173,-0.85759816,5.2,K0,316543,,
3.38298826,-0.74902113,5.2,K5,317934,,
3.45307538,-0.75692505,5.2,K0,318227,,
3.82810380,-0.80518360,5.2,K0,319711,,
4.85215705,-0.79861743,5.2,B5,324198,,
4.88511505,-0.75373541,5.2,Mb,324302,,
5.04558513,-0.79353081,5.2,K0,324935,,
5.63783927,-0.71871558,5.2,K0,327305,,
5.83132989,-0.72653160,5.2,G5,328076,,
5.95890036,-0.81240470,5.2,K0,328575,,
0.22116179,-0.88988908,5.2,F5,330559,,
0.68681854,-0.91705072,5.2,A5,332013,,
0.70101287,-0.95207652,5.2,F2,332051,zet Hor,
1.53103394,-0.90947226,5.2,K0,334674,,
1.69940374,-0.99226801,5.2,K0,335223,,
1.85138062,-0.99047100,5.2,A0,335714,,
2.04688898,-0.98454793,5.2,K0,336415,,
2.07209284,-1.00012277,5.2,K2,336496,,
2.20576434,-0.90281455,5.2,B3,336894,,
2.26875945,-0.92597658,5.2,B5,337114,,
3.01860395,-1.03874487,5.2,A2,340164,,
3.63062961,-0.92173896,5.2,B8,342330,,
3.87036259,-0.91426585,5.2,K0,343150,,
4.61679722,-0.95121137,5.2,A3,346165,,
5.52063808,-0.95516978,5.2,K0,349098,,
5.86840410,-1.00875638,5.2,G5,350219,,
6.22762587,-0.87661837,5.2,B5,351392,,
1.14270618,-1.10630118,5.2,K0,354060,eta Ret,
1.34201435,-1.10653263,5.2,M3,354554,,
2.65600983,-1.14869329,5.2,K0,357790,,
2.74398781,-1.12001777,5.2,K5,358020,,
2.93543945,-1.11997336,5.2,B8,358568,,
3.05211551,-1.14140523,5.2,G0,358880,,
3.10604960,-1.13805638,5.2,B5,359021,,
3.90768827,-1.04919028,5.2,K0,361090,,
3.94794894,-1.11755759,5.2,G5,361174,,
4.32327887,-1.07570837,5.2,K0,362127,,
1.44810949,-1.33240204,5.2,K0,368822,gam Men,
2.26494067,-1.22848155,5.2,A0,370022,,
3.17575958,-1.31540292,5.2,K0,371384,,
3.89743919,-1.27740856,5.2,G5,372446,,
5.86700965,-1.26109957,5.2,G0,375345,,
4.25287287,0.59094909,5.2,G0,400215,,
5.00659331,0.56726109,5.2,F0,400254,17 Lyr,
2.75358887,1.44092002,5.3,F2,1804,,
3.35638494,1.45582799,5.3,A2,2217,,
5.81707913,1.50286753,5.3,A0,3919,,
0.20841543,1.30634016,5.3,B8,4503,,
0.42985285,1.27478897,5.3,K0,4754,40 Cas,
0.44911641,1.23259466,5.3,A0,4775,,
2.11528654,1.38718153,5.3,A0,6907,,
4.91471554,1.31657113,5.3,A0,9993,,
6.05585217,1.31576091,5.3,G5,11508,,
0.30828419,1.20041220,5.3,A0,12780,,
1.62686946,1.14700289,5.3,K0,15639,36 Cam,
2.15030301,1.19509806,5.3,G5,16517,,
3.06511618,1.16491782,5.3,K0,17979,3 Dra,
